3929,Northern Club,UNIT 1 61 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.435472684,147.1383520195
3930,Commercial Retail,62 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4350247552,147.138338036
3931,Mc Kenzie Building,63-65 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4357005694,147.1381317992
3932,AMP Building,66 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4351782692,147.138016982
3933,Post Office,68-72 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4354040398,147.1375311395
3936,Airlie House,UNIT 1 75-77 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4363055347,147.136910979
3937,Macquarie House,92 Cameron ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4361535653,147.1359335782
3938,Middlesex Terrace,95 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4368927813,147.1354274824
3939,Bennell House,44 Charles ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4364695841,147.1352934997
3940,Bennell Town Houses,108 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4367042577,147.1348870159
3942,Commercial Retail,112-112A CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4367766996,147.1345612296
3943,Launceston Supreme Court and Struan House,116 CAMERON ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4369302751,147.1341783941
3945,House,3 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4406912647,147.1450336614
3946,House,7 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4408898942,147.1446655317
3947,House,12 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4411349753,147.1431647294
3948,Conjoined Houses,26-28 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4419747853,147.141460151
3949,Cottage,30 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4420109897,147.1413183766
3950,Terrace,45 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4430303285,147.1401029082
3951,Burnham House,107A-109 CANNING ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4449452367,147.1356726358
3952,111 Canning Street (Part of #11295 AH Masters Canning Street Houses),111 CANNING ST LAUNCESTON 7250,Permanent registation-part of consolidated place,Launceston City Council,-41.445016,147.13548
3953,113 Canning Street (Part of #11295 AH Masters Canning Street Houses),113 CANNING ST LAUNCESTON 7250,Permanent registation-part of consolidated place,Launceston City Council,-41.445079,147.135327
3955,Cataract Gorge Reserve,LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4417503857,147.1264673387
3958,Former Salisbury's Foundry,29-31 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4326970544,147.1338955866
3960,Commercial Retail,90-92 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4383538588,147.1373582146
3961,Staffordshire House (formerly Fergusson's Warehouse) ,54A-56 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4370631924,147.1360482316
3962,Launceston Corporation,61 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4352270698,147.13484386
3963,National Scots Church,63 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4353168481,147.1350972004
